Date,Open,High,Low,Close,Adj Close,Volume,Name
2023-06-07,327.6400146484375,337.8399963378906,326.32000732421875,335.75,330.2616271972656,3382700,GS
2023-06-08,335.3599853515625,336.3299865722656,331.3399963378906,335.4700012207031,329.9861755371094,2009500,GS
2023-06-09,335.2099914550781,336.20001220703125,332.5400085449219,336.0199890136719,330.5271911621094,1702100,GS
2023-06-12,338.44000244140625,340.0899963378906,336.3500061035156,339.489990234375,333.94049072265625,2290800,GS
2023-06-13,340.20001220703125,345.2799987792969,339.45001220703125,342.5,336.9012756347656,1772400,GS
2023-06-14,344.7799987792969,347.7300109863281,337.2300109863281,338.4200134277344,332.8879699707031,1819400,GS
2023-06-15,337.32000732421875,344.0,335.70001220703125,339.739990234375,334.1864013671875,3322700,GS
2023-06-16,341.3800048828125,341.3999938964844,337.1099853515625,338.30999755859375,332.77978515625,4542800,GS
2023-06-20,335.32000732421875,335.3800048828125,329.2300109863281,330.7200012207031,325.3138427734375,3208100,GS
2023-06-21,328.45001220703125,330.0,324.9200134277344,325.07000732421875,319.7561950683594,2158700,GS
2023-06-22,323.69000244140625,324.260009765625,319.010009765625,319.5799865722656,314.3559265136719,2409100,GS
2023-06-23,316.55999755859375,317.7099914550781,314.07000732421875,314.7099914550781,309.5655517578125,2609200,GS
2023-06-26,315.1300048828125,316.6400146484375,312.1700134277344,312.3599853515625,307.2539367675781,2481000,GS
2023-06-27,312.4100036621094,315.67999267578125,310.55999755859375,313.45001220703125,308.3261413574219,2156800,GS
2023-06-28,311.7200012207031,314.8999938964844,310.69000244140625,313.6600036621094,308.53271484375,2423500,GS
2023-06-29,317.8500061035156,325.5,316.25,323.0899963378906,317.80853271484375,3553600,GS
2023-06-30,325.82000732421875,326.0299987792969,322.45001220703125,322.5400085449219,317.2675476074219,2361200,GS
2023-07-03,322.4100036621094,329.3999938964844,322.4100036621094,326.6099853515625,321.27099609375,1106800,GS
2023-07-05,323.95001220703125,324.6099853515625,319.6300048828125,320.04998779296875,314.8182678222656,2561000,GS
2023-07-06,318.0,318.6400146484375,312.8399963378906,313.0,307.88348388671875,2896900,GS
2023-07-07,313.20001220703125,317.3699951171875,312.70001220703125,315.1700134277344,310.0180358886719,2901200,GS
2023-07-10,316.6700134277344,320.0799865722656,316.0,316.4700012207031,311.2967834472656,1775800,GS
2023-07-11,318.8299865722656,321.0400085449219,314.5799865722656,320.8800048828125,315.6346740722656,2042600,GS
2023-07-12,324.5799865722656,333.3500061035156,324.25,326.3999938964844,321.064453125,2741300,GS
2023-07-13,327.3500061035156,329.2799987792969,325.69000244140625,328.67999267578125,323.30718994140625,2787800,GS
2023-07-14,331.989990234375,332.4800109863281,325.0199890136719,326.19000244140625,320.8578796386719,1814800,GS
2023-07-17,325.8900146484375,327.489990234375,324.3599853515625,327.20001220703125,321.8514099121094,1777400,GS
2023-07-18,327.29998779296875,338.25,327.29998779296875,337.2699890136719,331.7567443847656,3899100,GS
2023-07-19,338.0,345.8800048828125,331.29998779296875,340.54998779296875,334.983154296875,6037400,GS
2023-07-20,339.1600036621094,351.67999267578125,339.1600036621094,350.8599853515625,345.1246032714844,3915000,GS
2023-07-21,351.7799987792969,355.0799865722656,346.7799987792969,351.9599914550781,346.2066345214844,3216300,GS
2023-07-24,352.8299865722656,361.6199951171875,352.0,358.92999267578125,353.06268310546875,3517500,GS
2023-07-25,357.4200134277344,360.82000732421875,353.9800109863281,354.70001220703125,348.90185546875,2893000,GS
2023-07-26,354.489990234375,360.260009765625,354.2799987792969,357.55999755859375,351.715087890625,2281600,GS
2023-07-27,358.1300048828125,360.5400085449219,354.1700134277344,354.510009765625,348.7149658203125,2010800,GS
2023-07-28,356.1099853515625,356.5,351.6099853515625,353.2300109863281,347.4559020996094,1827400,GS
2023-07-31,354.8800048828125,357.20001220703125,354.0199890136719,355.8699951171875,350.0527038574219,1385500,GS
2023-08-01,354.0,357.8699951171875,353.3900146484375,357.7200012207031,351.8724670410156,2024300,GS
2023-08-02,354.989990234375,354.989990234375,348.8699951171875,351.1000061035156,345.3606872558594,2106600,GS
2023-08-03,349.989990234375,355.2099914550781,348.6199951171875,353.1600036621094,347.38702392578125,1840400,GS
2023-08-04,353.3399963378906,358.7300109863281,352.510009765625,353.2200012207031,347.446044921875,1724700,GS
2023-08-07,355.3999938964844,357.6700134277344,353.9200134277344,355.55999755859375,349.747802734375,1260300,GS
2023-08-08,351.70001220703125,352.0,342.0299987792969,348.260009765625,342.567138671875,1917300,GS
2023-08-09,346.82000732421875,348.4599914550781,342.489990234375,342.69000244140625,337.08819580078125,1326000,GS
2023-08-10,344.07000732421875,347.260009765625,339.79998779296875,340.3999938964844,334.8356018066406,1345900,GS
2023-08-11,339.92999267578125,341.7900085449219,337.54998779296875,340.7300109863281,335.16021728515625,1256800,GS
2023-08-14,337.4100036621094,338.45001220703125,334.8599853515625,337.739990234375,332.2190856933594,1347000,GS
2023-08-15,333.29998779296875,334.0299987792969,330.4800109863281,332.2099914550781,326.77947998046875,1657800,GS
2023-08-16,330.5400085449219,332.9200134277344,328.9700012207031,329.1099853515625,323.73016357421875,3340300,GS
2023-08-17,330.0,333.989990234375,324.0,327.5199890136719,322.1661376953125,3135200,GS
2023-08-18,324.32000732421875,327.6199951171875,323.20001220703125,324.92999267578125,319.61846923828125,1730100,GS
2023-08-21,325.3900146484375,326.3900146484375,319.3900146484375,322.05999755859375,316.7953796386719,1983500,GS
2023-08-22,322.4800109863281,322.6400146484375,318.30999755859375,318.7900085449219,313.578857421875,1810300,GS
2023-08-23,320.6199951171875,322.45001220703125,318.0,322.3299865722656,317.06097412109375,1429000,GS
2023-08-24,322.1499938964844,327.489990234375,319.510009765625,319.9599914550781,314.729736328125,1185600,GS
2023-08-25,320.79998779296875,322.7200012207031,318.19000244140625,320.1499938964844,314.9166259765625,1159600,GS
2023-08-28,321.3399963378906,326.6000061035156,321.3399963378906,325.9700012207031,320.6414794921875,1440100,GS
2023-08-29,325.55999755859375,332.70001220703125,324.67999267578125,332.54998779296875,327.1139221191406,1831700,GS
2023-08-30,330.0,331.9100036621094,327.6499938964844,328.5799865722656,325.9038391113281,1131500,GS
2023-08-31,329.4100036621094,330.489990234375,325.9599914550781,327.7099914550781,325.0409240722656,1271100,GS
2023-09-01,329.6700134277344,331.6199951171875,326.2099914550781,327.3999938964844,324.73345947265625,1201400,GS
2023-09-05,327.3399963378906,328.4800109863281,322.6300048828125,323.75,321.1131896972656,1846000,GS
2023-09-06,322.30999755859375,324.1400146484375,319.30999755859375,321.1300048828125,318.5145568847656,2120800,GS
2023-09-07,320.6199951171875,324.2200012207031,320.1300048828125,321.9599914550781,319.3377685546875,1471100,GS
2023-09-08,321.9200134277344,325.9700012207031,321.6600036621094,325.5199890136719,322.8687744140625,2026400,GS
2023-09-11,328.260009765625,330.1499938964844,324.2900085449219,324.6499938964844,322.005859375,1283100,GS
2023-09-12,324.010009765625,335.2799987792969,324.0,330.8999938964844,328.2049560546875,2054700,GS
2023-09-13,333.5,337.010009765625,330.82000732421875,334.9800109863281,332.2517395019531,2165000,GS
2023-09-14,339.0,345.1199951171875,336.8500061035156,344.57000732421875,341.7636413574219,2822700,GS
2023-09-15,345.1499938964844,346.19000244140625,341.8599853515625,342.5400085449219,339.75018310546875,3058800,GS
2023-09-18,342.5400085449219,344.260009765625,339.2699890136719,343.32000732421875,340.5238037109375,1356600,GS
2023-09-19,343.4599914550781,344.9700012207031,337.9700012207031,341.8900146484375,339.10546875,1660200,GS
2023-09-20,342.6099853515625,343.79998779296875,336.2900085449219,336.70001220703125,333.9577331542969,1224400,GS
2023-09-21,334.5,334.69000244140625,330.0799865722656,330.239990234375,327.5503234863281,1685100,GS
2023-09-22,330.1000061035156,331.5400085449219,326.8299865722656,327.8900146484375,325.219482421875,1669100,GS
2023-09-25,327.07000732421875,329.2900085449219,325.2799987792969,328.8399963378906,326.1617431640625,833300,GS
2023-09-26,325.6099853515625,327.42999267578125,322.4200134277344,323.82000732421875,321.1826477050781,1481800,GS
2023-09-27,324.9800109863281,325.0,318.9800109863281,321.95001220703125,319.327880859375,1493000,GS
2023-09-28,320.2099914550781,326.8399963378906,320.2099914550781,325.20001220703125,322.5513916015625,1389600,GS
2023-09-29,327.20001220703125,327.9599914550781,322.2699890136719,323.57000732421875,320.9346618652344,1403900,GS
2023-10-02,322.0299987792969,323.5799865722656,317.1000061035156,318.5,315.90594482421875,1303800,GS
2023-10-03,315.2699890136719,315.67999267578125,304.3900146484375,306.1199951171875,303.62677001953125,3118600,GS
2023-10-04,304.8500061035156,309.05999755859375,303.4800109863281,308.6000061035156,306.08660888671875,1872000,GS
2023-10-05,307.3599853515625,310.54998779296875,304.2099914550781,310.5,307.9710998535156,1584600,GS
2023-10-06,308.1099853515625,315.32000732421875,307.1700134277344,312.4800109863281,309.93499755859375,1595100,GS
2023-10-09,308.8999938964844,313.4800109863281,308.3699951171875,312.6099853515625,310.06390380859375,1094400,GS
2023-10-10,314.4700012207031,316.8500061035156,312.2900085449219,314.7699890136719,312.2063293457031,1193800,GS
2023-10-11,315.42999267578125,316.6300048828125,311.6000061035156,313.0199890136719,310.4705810546875,1672500,GS
2023-10-12,314.1499938964844,314.25,308.0199890136719,309.8500061035156,307.326416015625,1727700,GS
2023-10-13,312.0,316.17999267578125,308.1700134277344,309.29998779296875,306.7808837890625,1785200,GS
2023-10-16,313.17999267578125,315.8999938964844,310.25,314.3900146484375,311.8294372558594,2273900,GS
2023-10-17,313.3800048828125,316.17999267578125,305.9100036621094,309.3599853515625,306.84039306640625,4123000,GS
2023-10-18,307.0,307.2200012207031,301.4800109863281,301.9599914550781,299.50067138671875,3460300,GS
2023-10-19,301.9599914550781,305.3399963378906,298.6300048828125,299.19000244140625,296.75323486328125,3211800,GS
2023-10-20,298.5,303.25,298.1000061035156,300.04998779296875,297.606201171875,2328700,GS
2023-10-23,298.2900085449219,303.54998779296875,298.19000244140625,299.2200012207031,296.7829895019531,2959800,GS
2023-10-24,300.0,303.1000061035156,299.0799865722656,299.17999267578125,296.7433166503906,1697100,GS
2023-10-25,298.6000061035156,300.0,295.0299987792969,296.760009765625,294.343017578125,1809300,GS
2023-10-26,296.9599914550781,300.1400146484375,294.7799987792969,296.989990234375,294.5711364746094,2011200,GS
2023-10-27,297.54998779296875,298.2699890136719,289.3599853515625,289.9100036621094,287.548828125,2601700,GS
2023-10-30,293.45001220703125,301.80999755859375,293.2900085449219,300.8299865722656,298.3798522949219,3065200,GS
2023-10-31,301.67999267578125,304.2900085449219,300.70001220703125,303.6099853515625,301.13720703125,2611000,GS
2023-11-01,303.3299865722656,308.25,302.8399963378906,307.1600036621094,304.6583251953125,2345400,GS
2023-11-02,309.69000244140625,314.5400085449219,308.0,313.760009765625,311.2045593261719,2597000,GS
2023-11-03,318.4599914550781,329.3299865722656,317.92999267578125,327.6199951171875,324.95166015625,3740800,GS
2023-11-06,326.6600036621094,328.8999938964844,322.1000061035156,323.9100036621094,321.27191162109375,2087600,GS
2023-11-07,322.1300048828125,326.3900146484375,321.2900085449219,323.95001220703125,321.31158447265625,1505000,GS
2023-11-08,323.95001220703125,326.6600036621094,323.6700134277344,324.55999755859375,321.9165954589844,1484400,GS
2023-11-09,326.0,326.6499938964844,319.6600036621094,320.7799987792969,318.1673889160156,1787900,GS
2023-11-10,323.32000732421875,326.05999755859375,321.6499938964844,325.510009765625,322.85888671875,1781400,GS
2023-11-13,324.1600036621094,328.7200012207031,323.5299987792969,326.9100036621094,324.2474670410156,1403300,GS
2023-11-14,333.5299987792969,341.7799987792969,332.4700012207031,338.7200012207031,335.9612731933594,3592700,GS
2023-11-15,339.8999938964844,341.0799865722656,335.3399963378906,337.6000061035156,334.85040283203125,2534500,GS
2023-11-16,337.760009765625,339.75,335.010009765625,336.6700134277344,333.927978515625,1620400,GS
2023-11-17,339.5,340.45001220703125,338.1199951171875,339.19000244140625,336.4274597167969,1465200,GS
2023-11-20,340.0,341.32000732421875,337.5,339.45001220703125,336.6853332519531,3146000,GS
2023-11-21,338.3599853515625,339.0899963378906,334.54998779296875,334.9700012207031,332.2418212890625,1900900,GS
2023-11-22,336.94000244140625,338.9100036621094,335.3699951171875,338.6400146484375,335.8819274902344,1235200,GS
2023-11-24,338.79998779296875,340.2699890136719,337.6400146484375,339.1499938964844,336.38775634765625,460100,GS
2023-11-27,339.19000244140625,340.0199890136719,335.739990234375,337.7099914550781,334.9595031738281,1250500,GS
2023-11-28,337.3800048828125,338.3999938964844,334.8699951171875,337.6499938964844,334.8999938964844,1419000,GS
2023-11-29,337.0,343.5299987792969,336.510009765625,340.260009765625,340.260009765625,2038100,GS
2023-11-30,341.67999267578125,344.760009765625,340.0899963378906,341.5400085449219,341.5400085449219,1903600,GS
2023-12-01,341.4599914550781,348.8900146484375,340.4200134277344,348.42999267578125,348.42999267578125,3622800,GS
2023-12-04,346.29998779296875,350.489990234375,345.2900085449219,349.3900146484375,349.3900146484375,2178100,GS
2023-12-05,346.6000061035156,346.8299865722656,340.5400085449219,341.75,341.75,2429700,GS
2023-12-06,343.510009765625,347.0,341.6000061035156,341.9700012207031,341.9700012207031,1869300,GS
2023-12-07,343.7099914550781,344.69000244140625,342.0,344.6199951171875,344.6199951171875,2162400,GS
2023-12-08,344.30999755859375,352.2900085449219,343.7799987792969,350.8299865722656,350.8299865722656,2238800,GS
2023-12-11,351.44000244140625,353.0299987792969,349.04998779296875,351.760009765625,351.760009765625,1636000,GS
2023-12-12,351.4100036621094,354.0,349.5799865722656,352.6099853515625,352.6099853515625,1597600,GS
2023-12-13,352.94000244140625,362.8500061035156,351.6000061035156,362.7300109863281,362.7300109863281,2876500,GS
2023-12-14,366.5,386.20001220703125,365.0,383.4700012207031,383.4700012207031,5376300,GS
2023-12-15,380.19000244140625,385.8999938964844,379.32000732421875,380.510009765625,380.510009765625,4521600,GS
2023-12-18,381.260009765625,382.760009765625,375.9100036621094,376.3999938964844,376.3999938964844,2740900,GS
2023-12-19,376.010009765625,383.7699890136719,374.54998779296875,382.45001220703125,382.45001220703125,2091800,GS
2023-12-20,380.7300109863281,385.1300048828125,377.25,377.5199890136719,377.5199890136719,1836500,GS
2023-12-21,380.04998779296875,381.489990234375,377.010009765625,380.57000732421875,380.57000732421875,1301600,GS
2023-12-22,382.0,383.489990234375,379.4100036621094,380.6499938964844,380.6499938964844,1538200,GS
2023-12-26,380.6499938964844,382.6099853515625,380.04998779296875,381.6099853515625,381.6099853515625,837300,GS
2023-12-27,381.20001220703125,385.75,380.30999755859375,384.4800109863281,384.4800109863281,1367200,GS
2023-12-28,384.5199890136719,387.760009765625,383.6300048828125,386.4100036621094,386.4100036621094,1024700,GS
2023-12-29,385.57000732421875,386.6400146484375,383.57000732421875,385.7699890136719,385.7699890136719,881300,GS
2023-01-03,135.19000244140625,136.9499969482422,133.02999877929688,134.77999877929688,134.77999877929688,8196400,CRM
2023-01-04,141.22000122070312,141.85000610351562,137.6199951171875,139.58999633789062,139.58999633789062,14322600,CRM
2023-01-05,137.63999938964844,138.58999633789062,134.24000549316406,136.33999633789062,136.33999633789062,8493500,CRM
2023-01-06,137.5800018310547,141.64999389648438,135.5500030517578,140.50999450683594,140.50999450683594,9145700,CRM
2023-01-09,142.58999633789062,149.1999969482422,142.58999633789062,147.10000610351562,147.10000610351562,13679700,CRM
2023-01-10,145.80999755859375,149.27999877929688,145.60000610351562,147.44000244140625,147.44000244140625,6527700,CRM
2023-01-11,145.27999877929688,147.0399932861328,143.55999755859375,144.89999389648438,144.89999389648438,13595000,CRM
2023-01-12,147.83999633789062,149.82000732421875,143.94000244140625,149.60000610351562,149.60000610351562,11678000,CRM
2023-01-13,146.1999969482422,149.9600067138672,146.08999633789062,149.50999450683594,149.50999450683594,8378100,CRM
2023-01-17,149.60000610351562,150.49000549316406,146.10000610351562,148.47000122070312,148.47000122070312,9407600,CRM
2023-01-18,148.86000061035156,149.5399932861328,145.2899932861328,145.4499969482422,145.4499969482422,7812600,CRM
2023-01-19,143.52000427246094,146.67999267578125,143.16000366210938,146.41000366210938,146.41000366210938,7070100,CRM
2023-01-20,144.3000030517578,151.52999877929688,144.3000030517578,151.25,151.25,10127100,CRM
2023-01-23,157.35000610351562,157.8699951171875,153.22999572753906,155.8699951171875,155.8699951171875,19922900,CRM
2023-01-24,155.89999389648438,160.2100067138672,154.5,154.86000061035156,154.86000061035156,6390200,CRM
2023-01-25,151.2100067138672,156.39999389648438,149.82000732421875,156.1699981689453,156.1699981689453,9390500,CRM
2023-01-26,158.19000244140625,165.1699981689453,158.10000610351562,165.08999633789062,165.08999633789062,13354600,CRM
